141.28,101.28,35.24,42.15
141.28,101.28,35.24,42.78
141.91,101.28,35.24,42.78
142.54,101.28,34.61,42.78
142.54,101.28,35.24,42.78
142.54,101.28,34.92,42.78
143.17,101.28,34.61,42.78
143.48,101.28,34.61,42.78
143.48,101.28,34.61,42.78
143.48,101.91,34.61,42.47
143.48,101.91,34.61,42.78
143.48,101.91,34.61,42.78
143.48,101.91,35.24,42.78
143.48,102.86,35.24,41.83
143.48,102.86,35.24,41.83
143.8,102.86,34.92,41.83
143.8,102.86,34.92,41.83
143.8,102.86,34.92,41.83
143.8,102.86,34.92,41.83
143.8,102.86,34.92,41.83
143.8,102.86,34.92,41.83
143.8,102.86,34.92,41.83
143.8,102.86,34.92,41.83
144.11,102.86,35.24,41.83
144.11,102.86,35.24,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.62,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.93,41.83
145.37,102.86,34.61,41.83
145.37,102.86,34.61,41.83
145.37,102.86,34.61,41.83
145.37,102.86,34.61,41.83
145.37,102.86,34.61,41.83
145.37,102.86,34.61,41.83
145.37,102.86,34.61,41.83
145.37,102.86,34.61,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.93,41.83
145.05,102.86,34.62,41.83
145.05,102.86,34.3,41.83
144.11,102.86,35.24,41.83
144.42,102.86,34.93,41.83
144.42,102.86,34.93,41.83
143.8,102.86,35.55,41.83
143.8,102.86,35.55,41.83
143.8,102.86,35.55,41.83
143.8,102.86,35.55,41.83
143.8,102.86,35.55,41.83
143.8,102.86,35.55,41.83
143.8,102.86,35.55,41.83
143.8,103.17,35.55,41.52
143.8,103.17,35.55,41.52
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.15
144.11,103.17,35.24,42.78
144.11,103.17,35.24,42.78
144.11,103.17,35.24,42.78
144.11,103.17,35.24,42.78
144.11,104.12,35.24,41.83
144.11,104.12,35.24,41.83
144.11,104.43,35.24,41.52
143.8,104.43,35.55,41.52
143.8,104.43,34.61,41.52
143.17,104.43,35.55,41.52
143.17,104.43,35.55,41.52
143.17,104.74,35.55,42.47
143.17,104.74,35.55,42.47
143.17,105.37,34.92,42.78
143.17,105.37,34.92,42.78
143.17,105.69,34.92,42.46
143.17,105.69,34.92,42.46
143.17,105.69,34.92,42.46
143.17,105.69,34.92,42.46
142.54,105.37,34.92,42.78
141.91,105.37,35.55,42.78
140.33,104.74,35.87,42.47
139.7,104.74,35.25,42.78
139.08,105.37,35.24,43.1
138.13,105.69,35.56,43.41
137.19,106.32,35.87,43.4
136.24,107.26,35.87,43.41
134.99,107.26,36.18,43.41
134.36,107.89,35.55,43.09
134.36,107.89,34.61,43.41
132.47,109.46,35.24,42.15
132.47,109.46,35.24,42.47
131.84,110.41,34.93,42.46
131.52,110.72,35.25,42.78
132.47,111.66,35.24,42.47
134.04,111.98,34.3,42.15
135.3,111.98,34.3,42.78
137.19,113.24,34.29,41.52
138.45,113.24,34.29,41.52
139.7,112.29,35.25,42.47
140.96,112.29,34.62,42.47
142.22,112.29,34.3,41.84
143.48,112.29,33.67,41.52
143.8,111.66,34.29,42.15
145.05,111.66,33.36,40.9
145.37,110.72,33.98,40.89
145.37,110.41,33.98,41.2
146,109.15,33.98,41.52
146.94,109.15,33.04,41.52
146.94,107.89,33.36,41.52
148.2,108.2,33.35,41.21
